,sentence,label
1803,"Кому больше утащить, как не нечистому.",1
1804,Вот тебе и гетьманский гонец!,1
1805,Вот тебе и привез грамоту к царице!,1
1806,"Тут дед принялся угощать черта такими прозвищами, что, думаю, ему не один раз чихалось тогда в пекле.",1
1807,"Но бранью мало пособишь: а затылка сколько ни чесал дед, никак не мог ничего придумать.",1
1808,Что делать?,1
1809,"Кинулся достать чужого ума: собрал всех бывших тогда в шинке добрых людей, чумаков и просто заезжих, и рассказал, что так и так, такое-то приключилось горе.",1
1810,"Чумаки долго думали, подперши батогами подбородки свои, крутили головами и сказали, что не слышали такого дива на крещеном свете, чтобы гетьманскую грамоту утащил черт.",1
1811,"Другие же прибавили, что когда черт да москаль украдут что-нибудь, то поминай как и звали.",1
1812,Один только шинкарь сидел молча в углу.,1
1813,Дед и подступил к нему.,1
1814,"Уж когда молчит человек. то, верно, зашиб много умом.",1
1815,"Только шинкарь не так-то был щедр на слова; и если бы дед не полез в карман за пятью злотыми, то простоял бы перед ним даром.",1
1816,"–Я научу тебя, как найти грамоту, – сказал он, отводя его в сторону.",1
1817,У деда и на сердце отлегло.,1
1818,"– Я вижу уже по глазам, что ты козак – не баба.",1
1819,Смотри же! близко шинка будет поворот направо в лес.,1
1820,"Только станет в поле примеркать, чтобы ты был уже наготове.",1
1821,"В лесу живут цыганы и выходят из нор своих ковать железо в такую ночь, в какую одни ведьмы ездят на кочергах своих.",1
1822,"Чем они промышляют на самом деле, знать тебе нечего.",1
1823,"Много будет стуку по лесу, только ты не иди в те стороны, откуда заслышишь стук; а будет перед тобою малая дорожка, мимо обожженного дерева, дорожкою этою иди, иди, иди…",1
1824,"Станет тебя терновник царапать, густой орешник заслонять дорогу – ты все иди; и как придешь к небольшой речке, тогда только можешь остановиться.",1
1825,"Там и увидишь кого нужно; да не позабудь набрать в карманы того, для чего и карманы сделаны…",1
1826,"Ты понимаешь, это добро и дьяволы и люди любят.",1
1827,"– Сказавши это, шинкарь ушел в свою конуру и не хотел больше говорить ни слова.",1
1828,"Покойный дед был человек не то чтобы из трусливого десятка; бывало, встретит волка, так и хватает прямо за хвост; пройдет с кулаками промеж козаками – все, как груши, повалятся на землю.",1
1829,"Однако ж что-то подирало его по коже, когда вступил он в такую глухую ночь в лес.",1
1830,Хоть бы звездочка на небе.,1
1831,"Темно и глухо, как в винном подвале; только слышно было, что далеко-далеко вверху, над головою, холодный ветер гулял по верхушкам дерев, и деревья, что охмелевшие козацкие головы, разгульно покачивались, шепоча листьями пьяную молвь.",1
1832,"Как вот завеяло таким холодом, что дед вспомнил и про овчинный тулуп свой, и вдруг словно сто молотов застучало по лесу таким стуком, что у него зазвенело в голове.",1
1833,"И, будто зарницею, осветило на минуту весь лес.",1
1834,"Дед тотчас увидел дорожку, пробиравшуюся промеж мелкого кустарника.",1
1835,"Вот и обожженное дерево, и кусты терновника!",1
1836,"Так, все так, как было ему говорено; нет, не обманул шинкарь.",1
1837,"Однако ж не совсем весело было продираться через колючие кусты; еще отроду не видывал он, чтобы проклятые шипы и сучья так больно царапались: почти на каждом шагу забирало его вскрикнуть.",1
1838,"Мало-помалу выбрался он на просторное место, и, сколько мог заметить, деревья редели и становились, чем далее, такие широкие, какие дед не видывал и по ту сторону Польши.",1
1839,"Глядь, между деревьями мелькнула и речка, черная, словно вороненая сталь.",1
1840,"Долго стоял дед у берега, посматривая на все стороны.",1
1841,"На другом берегу горит огонь и, кажется, вот-вот готовится погаснуть, и снова отсвечивается в речке, вздрагивавшей, как польский шляхтич в козачьих лапах.",1
1842,Вот и мостик!,1
1843,"«Ну, тут одна только чертовская таратайка разве проедет».",1
1844,"Дед, однако ж, ступил смело и, скорее, чем бы иной успел достать рожок понюхать табаку, был уже на другом берегу.",1
1845,"Теперь только разглядел он, что возле огня сидели люди, и такие смазливые рожи, что в другое время бог знает чего бы не дал, лишь бы ускользнуть от этого знакомства.",1
1846,"Но теперь, нечего делать, нужно было завязаться.",1
1847,"Вот дед и отвесил им поклон мало не в пояс: «Помогай бог вам, добрые люди!»",1
1848,"Хоть бы один кивнул головой; сидят да молчат, да что-то сыплют в огонь.",1
1849,"Видя одно место незанятым, дед без всяких околичностей сел и сам.",1
1850,Смазливые рожи – ничего; ничего и дед.,1
1851,Долго сидели молча.,1
1852,"Деду уже и прискучило; давай шарить в кармане, вынул люльку, посмотрел вокруг – ни один не глядит на него.",1
1853,"«Уже, добродейство, будьте ласковы: как бы так, чтобы, примерно сказать, того…",1
1854,"(дед живал в свете немало, знал уже, как подпускать турусы, и при случае, пожалуй, и пред царем не ударил бы лицом в грязь), чтобы, примерно сказать, и себя не забыть, да и вас не обидеть, – люлька-то у меня есть, да того, чем бы зажечь ее, черт-ма» note 5.",1
1855,"И на эту речь хоть бы слово; только одна рожа сунула горячую головню прямехонько деду в лоб так, что если бы он немного не посторонился, то, статься может, распрощался бы навеки с одним глазом.",1
1856,"Видя, наконец, что время даром проходит, решился – будет ли слушать нечистое племя или нет – рассказать дело.",1
1857,"Рожи и уши наставили, и лапы протянули.",1
1858,"Дед догадался: забрал в горсть все бывшие с ним деньги и кинул, словно собакам, им в середину.",1
1859,"Как только кинул он деньги, все перед ним перемешалось, земля задрожала, и, как уже, – он и сам рассказать не умел, – попал чуть ли не в самое пекло.",1
1860,"«Батюшки мои!» – ахнул дед, разглядевши хорошенько: что за чудища! рожи на роже, как говорится, не видно.",1
1861,"Ведьм такая гибель, как случается иногда на рождество выпадет снегу: разряжены, размазаны, словно панночки на ярмарке.",1
1862,"И все, сколько ни было их там, как хмельные, отплясывали какого-то чертовского тропака.",1
1863,Пыль подняли боже упаси какую!,1
1864,"Дрожь бы проняла крещеного человека при одном виде, как высоко скакало бесовское племя.",1
1865,"На деда, несмотря на весь страх, смех напал, когда увидел, как черти с собачьими мордами, на немецких ножках, вертя хвостами, увивались около ведьм, будто парни около красных девушек; а музыканты тузили себя в щеки кулаками, словно в бубны, и свистали носами, как в валторны.",1
1866,Только завидели деда – и турнули к нему ордою.,1
1867,"Свиные, собачьи, козлиные, дрофиные, лошадиные рыла – все повытягивались и вот так и лезут целоваться.",1
1868,"Плюнул дед, такая мерзость напала!",1
1869,"Наконец схватили его и посадили за стол длиною, может, с дорогу от Конотопа до Батурина.",1
1870,"«Ну, это еще не совсем худо, – подумал дед, завидевши на столе свинину, колбасы, крошеный с капустой лук и много всяких сластей, – видно, дьявольская сволочь не держит постов».",1
1871,"Дед таки, не мешает вам знать, не упускал при случае перехватить того-сего на зубы.",1
1872,"Едал, покойник, аппетитно; и потому, не пускаясь в рассказы, придвинул к себе миску с нарезанным салом и окорок ветчины, взял вилку, мало чем поменьше тех вил, которыми мужик берет сено, захватил ею самый увесистый кусок, подставил корку хлеба и – глядь, и отправил в чужой рот.",1
1873,"Вот-вот, возле самых ушей, и слышно даже, как чья-то морда жует и щелкает зубами на весь стол.",1
1874,"Дед ничего; схватил другой кусок и вот, кажись, и по губам зацепил, только опять не в свое горло.",1
1875,В третий раз – снова мимо.,1
1876,"Взбеленился дед; позабыл и страх, и в чьих лапах находится он.",1
1877,"Прискочил к ведьмам: –Что вы, Иродово племя, задумали смеяться, что ли, надо мною?",1
1878,"Если не отдадите сей же час моей козацкой шапки, то будь я католик, когда не переворочу свиных рыл ваших на затылок!",1
1879,"Не успел он докончить последних слов, как все чудища выскалили зубы и подняли такой смех, что у деда на душе захолонуло.",1
1880,"–Ладно! – провизжала одна из ведьм, которую дед почел за старшую над всеми потому, что личина у ней была чуть ли не красивее всех.",1
1881,"– Шапку отдадим тебе, только не прежде, пока сыграешь с нами три раза в дурня!",1
1882,Что прикажешь делать?,1
1883,Козаку сесть с бабами в дурня!,1
1884,"Дед отпираться, отпираться, наконец сел.",1
1885,"Принесли карты, замасленные, какими только у нас поповны гадают про женихов.",1
1886,"–Слушай же! – залаяла ведьма в другой раз, – если хоть раз выиграешь – твоя шапка; когда же все три раза останешься дурнем, то не прогневайся – не только шапки, может, и света более не увидишь!",1
1887,"–Сдавай, сдавай, хрычовка! что будет, то будет.",1
1888,Вот и карты розданы.,1
1889,"Взял дед свои в руки – смотреть не хочется, такая дрянь: хоть бы на смех один козырь.",1
1890,"Из масти десятка самая старшая, пар даже нет; а ведьма все подваливает пятериками.",1
1891,Пришлось остаться дурнем!,1
1892,"Только что дед успел остаться дурнем, как со всех сторон заржали, залаяли, захрюкали морды: «Дурень!",1
1893,Дурень!,1
1894,Дурень!»,1
1895,"–Чтоб вы перелопались, дьявольское племя! – закричал дед, затыкая пальцами себе уши.",1
1896,"«Ну, думает, ведьма подтасовала; теперь я сам буду сдавать».",1
1897,Сдал.,1
1898,Засветил козыря.,1
1899,"Поглядел на карты: масть хоть куда, козыри есть.",1
1900,И сначала дело шло как нельзя лучше; только ведьма – пятерик с королями!,1
1901,"У деда на руках одни козыри; не думая, не гадая долго, хвать королей по усам всех козырями.",1
1902,–Ге-ге! да это не по-козацки!,1
1903,"А чем ты кроешь, земляк?",1
1904,–Как чем? козырями!,1
1905,"–Может быть, по-вашему, это и козыри, только, по-нашему, нет!",1
1906,Глядь – в самом деле простая масть.,1
1907,Что за дьявольщина!,1
1908,"Пришлось в другой раз быть дурнем, и чертанье пошло снова драть горло: «Дурень, дурень!» – так, что стол дрожал и карты прыгали по столу.",1
1909,Дед разгорячился; сдал в последний раз.,1
1910,Опять идет ладно.,1
1911,Ведьма опять пятерик; дед покрыл и набрал из колоды полную руку козырей.,1
1912,"–Козырь! – вскричал он, ударив по столу картою так, что ее свернуло коробом; та, не говоря ни слова, покрыла восьмеркою масти.",1
1913,"–А чем ты, старый дьявол, бьешь!",1
1914,Ведьма подняла карту: под нею была простая шестерка.,1
1915,"–Вишь, бесовское обморачиванье! – сказал дед и с досады хватил кулаком что силы по столу.",1
1916,"К счастью еще, что у ведьмы была плохая масть; у деда, как нарочно, на ту пору пары.",1
1917,"Стал набирать карты из колоды, только мочи нет: дрянь такая лезет, что дед и руки опустил.",1
1918,В колоде ни одной карты.,1
1919,"Пошел уже так, не глядя, простою шестеркою; ведьма приняла.",1
1920,«Вот тебе на! это что?,1
1921,"Э-э, верно, что-нибудь да не так!»",1
1922,"Вот дед карты потихоньку под стол – и перекрестил: глядь – у него на руках туз, король, валет козырей; а он вместо шестерки спустил кралю.",1
1923,"–Ну, дурень же я был!",1
1924,Король козырей!,1
1925,Что! приняла? а?,1
1926,Кошачье отродье!..,1
1927,А туза не хочешь?,1
1928,Туз! валет!..,1
1929,"Гром пошел по пеклу, на ведьму напали корчи, и откуда не возьмись шапка – бух деду прямехонько в лицо.",1
1930,"–Нет, этого мало! – закричал дед, прихрабрившись и надев шапку.",1
1931,"– Если сейчас не станет передо мною молодецкий конь мой, то вот убей меня гром на этом самом нечистом месте, когда я не перекрещу святым крестом всех вас! – и уже было и руку поднял, как вдруг загремели перед ним конские кости.",1
1932,–Вот тебе конь твой!,1
1933,"Заплакал бедняга, глядя на них, как дитя неразумное.",1
1934,Жаль старого товарища!,1
1935,"–Дайте ж мне какого-нибудь коня, выбраться из гнезда вашего!",1
1936,"Черт хлопнул арапником – конь, как огонь, взвился под ним, и дед, что птица, вынесся наверх Страх, однако ж, напал на него посреди дороги, когда конь, не слушаясь ни крику, ни поводов, скакал через провалы и болота.",1
1937,"В какие местах он не был, так дрожь забирала при одних рассказах.",1
1938,Глянул как-то себе под ноги – и пуще перепугался: пропасть! крутизна страшная!,1
1939,А сатанинскому животному и нужды нет: прямо через нее.,1
1940,Дед держаться: не тут-то было.,1
1941,"Через пни, через кочки полетел стремглав в провал и так хватился на дне его о землю, что, кажись, и дух вышибло.",1
1942,"По крайней мере, что деялось с ним в то время, ничего не помнил; и как очнулся немного и осмотрелся, то уже рассвело совсем; перед ним мелькали знакомые места, и он лежал на крыше своей же хаты.",1
1943,"Перекрестился дед, когда слез долой.",1
1944,"Экая чертовщина! что за пропасть, какие с человеком чудеса делаются!",1
1945,Глядь на руки – все в крови; посмотрел в стоявшую торчмя бочку с водою – и лицо также.,1
1946,"Обмывшись хорошенько, чтобы не испугать детей, входит он потихоньку в хату; смотрит: дети пятятся к нему задом и в испуге указывают ему пальцами, говоря: «Дывысь, дывысь, маты, мов дурна, скаче!» note 6 И в самом деле, баба сидит, заснувши перед гребнем, держит в руках веретено и, сонная, подпрыгивает на лавке.",1
1947,"Дед, взявши за руку потихоньку, разбудил ее: «Здравствуй, жена! здорова ли ты?»",1
1948,"Та долго смотрела, выпуча глаза, и, наконец, уже узнала деда и рассказала, как ей снилось, что печь ездила по хате, выгоняя вон лопатою горшки, лоханки, и черт знает что еще такое.",1
1949,"«Ну, – говорит дед, – тебе во сне, мне наяву.",1
1950,"Нужно, вижу, будет освятить нашу хату; мне же теперь мешкать нечего».",1
1951,"Сказавши это и отдохнувши немного, дед достал коня и уже не останавливался ни днем, ни ночью, пока не доехал до места и не отдал грамоты самой царице.",1
1952,"Там нагляделся дед таких див, что стало ему надолго после того рассказывать: как повели его в палаты, такие высокие, что если бы хат десять поставить одну на другую, – и тогда, может быть, не достало бы.",1
1953,"Как заглянул он в одну комнату – нет; в другую – нет; в третью – еще нет; в четвертой даже нет; да в пятой уже, глядь – сидит сама, в золотой короне, в серой новехонькой свитке, в красных сапогах, и золотые галушки ест.",1
1954,"Как велела ему насыпать целую шапку синицами, как… всего и вспомнить нельзя.",1
1955,"Об возне своей с чертями дед и думать позабыл, и если случалось, что кто-нибудь и напоминал об этом, то дед молчал, как будто не до него и дело шло, и великого стоило труда упросить его пересказать все, как было.",1
1956,"И, видно, уже в наказание, что не спохватился тотчас после того освятить хату, бабе ровно через каждый год, и именно в то самое время, делалось такое диво, что танцуется, бывало, да и только.",1
1957,"За что ни примется, ноги затевают свое, и вот так и дергает пуститься вприсядку.",1
1958,"Часть ВТОРАЯ Предисловие Вот вам и другая книжка, а лучше сказать, последняя!",1
1959,"Не хотелось, крепко не хотелось выдавать и этой.",1
1960,"Право, пора знать честь.",1
1961,"Я вам скажу, что на хуторе уже начинают смеяться надо мною: «Вот, говорят, одурел старый дед: на старости лет тешится ребяческими игрушками!»",1
1962,"И точно, давно пора на покой.",1
1963,"Вы, любезные читатели, верно, думаете, что я прикидываюсь только стариком.",1
1964,"Куда тут прикидываться, когда во рту совсем зубов нет!",1
1965,"Теперь если что мягкое попадется, то буду как-нибудь жевать, а твердое – то ни за что не откушу.",1
1966,Так вот вам опять книжка!,1
1967,Не бранитесь только!,1
1968,"Нехорошо браниться на прощанье, особенно с тем, с кем, бог знает, скоро ли увидитесь.",1
1969,"В этой книжке услышите рассказчиков все почти для вас незнакомых, выключая только разве Фомы Григорьевича.",1
1970,"А того горохового панича, что рассказывал таким вычурным языком, которого много остряков и из московского народу не могло понять, уже давно нет.",1
1971,"После того, как рассорился со всеми, он и не заглядывал к нам.",1
1972,"Да, я вам не рассказывал этого случая?",1
1973,"Послушайте, тут прекомедия была!",1
1974,"Прошлый год, так как-то около лета, да чуть ли не на самый день моего патрона, приехали ко мне в гости (нужно вам сказать, любезные читатели, что земляки мои, дай бог им здоровья, не забывают старика.",1
1975,"Уже есть пятидесятый год, как я зачал помнить свои именины.",1
1976,"Который же точно мне год, этого ни я, ни старуха моя вам не скажем.",1
1977,"Должно быть, близ семидесяти.",1
1978,"Диканьский-то поп, отец Харлампий, знал, когда я родился; да жаль, что уже пятьдесят лет, как его нет на свете).",1
1979,"Вот приехали ко мне гости: Захар Кирилович Чухопупенко, Степан Иванович Курочка, Тарас Иванович Смачненький, заседатель Харлампий Кирилович Хлоста; приехал еще… вот позабыл, право, имя и фамилию…",1
1980,Осип…,1
1981,Осип…,1
1982,"Боже мой, его знает весь Миргород! он еще когда говорит, то всегда щелкнет наперед пальцем и подопрется в боки…",1
1983,"Ну, бог с ним! в другое время вспомню.",1
1984,Приехал и знакомый вам панич из Полтавы.,1
1985,Фомы Григорьевича я не считаю: то уже свой человек.,1
1986,"Разговорились все (опять нужно вам заметить, что у нас никогда о пустяках не бывает разговора.",1
1987,"Я всегда люблю приличные разговоры: чтобы, как говорят, вместе и услаждение и назидательность была), разговорились об том, как нужно солить яблоки.",1
1988,"Старуха моя начала было говорить, что нужно наперед хорошенько вымыть яблоки, потом намочить в квасу, а потом уже… »",1
1989,"Ничего из этого не будет! – подхватил полтавец, заложивши руку в гороховый кафтан свой и прошедши важным шагом по комнате, – ничего не будет!",1
1990,"Прежде всего нужно пересыпать канупером, а потом уже…»",1
1991,"Ну, я на вас ссылаюсь, любезные читатели, скажите по совести, слыхали ли вы когда-нибудь, чтобы яблоки пересыпали канупером?",1
1992,"Правда, кладут смородинный лист, нечу'й-ветер, трилистник; но чтобы клали канупер… нет, я не слыхивал об этом.",1
1993,"Уже, кажется, лучше моей старухи никто не знает про эти дела.",1
1994,"Ну, говорите же вы!",1
1995,"Нарочно, как доброго человека, отвел я его потихоньку в сторону: «Слушай, Макар Назарович, эй, не смеши народ!",1
1996,"Ты человек немаловажный: сам, как говоришь, обедал раз с губернатором за одним столом.",1
1997,"Ну, скажешь что-нибудь подобное там, ведь тебя же осмеют все!»",1
1998,"Что ж бы, вы думали, он сказал на это?",1
1999,"Ничего! плюнул на пол, взял шапку и вышел.",1
2000,"Хоть бы простился с кем, хоть бы кивнул кому головою; только слышали мы, как подъехала к воротам тележка с звонком; сел и уехал.",1
2001,И лучше!,1
2002,Не нужно нам таких гостей!,1
2003,"Я вам скажу, любезные читатели, что хуже нет ничего на свете, как эта знать.",1
2004,"Что его дядя был когда-то комиссаром, так и нос несет вверх.",1
2005,"Да будто комиссар такой уже чин, что выше нет его на свете?",1
2006,"Слава богу, есть и больше комиссара.",1
2007,"Нет, не люблю я этой знати.",1
2008,"Вот вам в пример Фома Григорьевич; кажется, и не знатный человек, а посмотреть на него: в лице какая-то важность сияет, даже когда станет нюхать обыкновенный табак, и тогда чувствуешь невольное почтение.",1
2009,"В церкви когда запоет на крылосе – умиление неизобразимое! растаял бы, казалось, весь!..",1
2010,"А тот… ну, бог с ним! он думает, что без его сказок и обойтиться нельзя.",1
2011,Вот все же таки набралась книжка.,1
2012,"Я, помнится, обещал вам, что в этой книжке будет и моя сказка.",1
2013,"И точно, хотел было это сделать, но увидел, что для сказки моей нужно, по крайней мере, три таких книжки.",1
2014,"Думал было особо напечатать ее, но передумал.",1
2015,Ведь я знаю вас: станете смеяться над стариком.,1
2016,"Нет, не хочу!",1
2017,Прощайте!,1
2018,"Долго, а может быть, совсем, не увидимся.",1
2019,"Да что? ведь вам все равно, хоть бы и не было совсем меня на свете.",1
2020,"Пройдет год, другой – и из вас никто после не вспомнит и не пожалеет о старом пасичнике Рудом Паньке.",1
2021,"В этой книжке есть много слов, не всякому понятных.",1
2022,"Здесь они почти все означены: Башта'н, место, засеянное арбузами и дынями.",1
2023,"Бу'блик, круглый крендель, баранчик.",1
2024,"Варену'ха, вареная водка с пряностями.",1
2025,"Видло'га, откидная шапка из сукна, пришитая к кобеняку.",1
2026,"Выкрута'сы, трудные па.",1
2027,"Галу'шки, клецки.",1
2028,"Гама'н, род бумажника, где держат огниво, кремень, губку, табак, а иногда и деньги.",1
2029,"Голодная кутья, сочельник.",1
2030,"Го'рлица, танец.",1
2031,"Греча'ник, хлеб из гречневой муки.",1
2032,"Ди'вчина, девушка.",1
2033,"Дивча'та, девушки.",1
2034,"Дука'т, род медали, носимой на шее женщинами.",1
2035,"Жи'нка, жена.",1
2036,"Запа'ска, род шерстяного передника у женщин.",1
2037,"Каву'н, арбуз.",1
2038,"Кагане'ц, светильня, состоящая из разбитого черепка, наполненного салом.",1
2039,"Кану'пер, трава.",1
2040,"Каца'п, русский человек с бородою.",1
2041,"Книш, спеченный из пшеничной муки хлеб, обыкновенно едомый горячим с маслом.",1
2042,"Кобеня'к, род суконного плаща с пришитою назади видлогою.",1
2043,"Кожу'х, тулуп.",1
2044,"Комо'ра, амбар.",1
2045,"Кора'блик, старинный головной убор.",1
2046,"Корж, сухая лепешка из пшеничной муки, часто с салом.",1
2047,"Куре'нь, соломенный шалаш.",1
2048,"Ку'хва, род кадки; похожая на опрокинутую дном кверху бочку.",1
2049,"Ку'холь, глиняная кружка.",1
2050,"Лева'да, усадьба.",1
2051,"Лю'лька, трубка.",1
2052,"Нами'тка, белое покрывало из жидкого полотна, носимое на голове женщинами, с откинутыми назад концами.",1
2053,"Нечу'й-ветер, трава.",1
2054,"Паляни'ца, небольшой хлеб, несколько плоский.",1
2055,"Па'рубок, парень.",1
2056,"Пейсики, жидовские локоны.",1
2057,"Пе'кло, ад.",1
2058,"Переполо'х, испуг.",1
2059,Выливать переполох – лечить испуг.,1
2060,"Петровы батоги', трава.",1
2061,"Пла'хта, нижняя одежда женщин из шерстяной клетчатой материи.",1
2062,"Пи'вкопы, двадцать пять копеек.",1
2063,"Пи'щик, пищалка, дудка, небольшая свирель.",1
2064,"По'кут, место под образами.",1
2065,"Полутабе'нек, старинная шелковая материя.",1
2066,"Сви'тка, род полукафтанья.",1
2067,"Скры'ня, большой сундук.",1
2068,"Сма'лец, бараний жир.",1
2069,"Сопи'лка, свирель.",1
2070,"Су'кня, старинная одежда женщин из сукна.",1
2071,"Сырове'ц, хлебный квас.",1
2072,"Тесная баба, игра, в которую играют школьники в классе: жмутся тесно на скамье, покамест одна половина не вытеснит другую.",1
2073,"Хло'пец, мальчик.",1
2074,"Ху'стка, платок носовой.",1
2075,"Цибу'ля, лук.",1
2076,"Череви'ки, башмаки.",1
2077,"Чумаки', малороссияне, едущие за солью и рыбою, обыкновенно в Крым.",1
2078,"Швец, сапожник.",1
2079,"Ши'беник, висельник.",1
2080,Ночь перед Рождеством Последний день перед рождеством прошел.,1
2081,"Зимняя, ясная ночь поступила.",1
2082,Глянули звезды.,1
2083,"Месяц величаво поднялся на небо посветить добрым людям и всему миру, чтобы всем было весело колядовать и славить Христа note 7.",1
2084,"Морозило сильнее, чем с утра; но зато так было тихо, что скрып мороза под сапогом слышался за полверсты.",1
2085,"Еще ни одна толпа парубков не показывалась под окнами хат; месяц один только заглядывал в них украдкою, как бы вызывая принаряживавшихся девушек выбежать скорее на скрыпучий снег.",1
2086,"Тут через трубу одной хаты клубами повалился дым и пошел тучею по небу, и вместе с дымом поднялась ведьма верхом на метле.",1
2087,"Если бы в это время проезжал сорочинский заседатель на тройке обывательских лошадей, в шапке с барашковым околышком, сделанной по манеру уланскому, в синем тулупе, подбитом черными смушками, с дьявольски сплетенною плетью, которою имеет он обыкновение подгонять своего ямщика, то он бы, верно, приметил ее, потому что от сорочинского заседателя ни одна ведьма на свете не ускользнет.",1
2088,"Он знает наперечет, сколько у каждой бабы свинья мечет поросенков, и сколько в сундуке лежит полотна, и что именно из своего платья и хозяйства заложит добрый человек в воскресный день в шинке.",1
2089,"Но сорочинский заседатель не проезжал, да и какое ему дело до чужих, у него своя волость.",1
2090,"А ведьма между тем поднялась так высоко, что одним только черным пятнышком мелькала вверху.",1
2091,"Но где ни показывалось пятнышко, там звезды, одна за другою, пропадали на небе.",1
2092,Скоро ведьма набрала их полный рукав.,1
2093,Три или четыре еще блестели.,1
2094,"Вдруг, с противной стороны, показалось другое пятнышко, увеличилось, стало растягиваться, и уже было не пятнышко.",1
2095,"Близорукий, хотя бы надел на нос вместо очков колеса с комиссаровой брички, и тогда бы не распознал, что это такое.",1
2096,"Спереди совершенно немец note 8: узенькая, беспрестанно вертевшаяся и нюхавшая все, что ни попадалось, мордочка оканчивалась, как и у наших свиней, кругленьким пятачком, ноги были так тонки, что если бы такие имел яресковский голова, то он переломал бы их в первом козачке.",1
2097,"Но зато сзади он был настоящий губернский стряпчий в мундире, потому что у него висел хвост, такой острый и длинный, как теперешние мундирные фалды; только разве по козлиной бороде под мордой, по небольшим рожкам, торчавшим на голове, и что весь был не белее трубочиста, можно было догадаться, что он не немец и не губернский стряпчий, а просто черт, которому последняя ночь осталась шататься по белому свету и выучивать грехам добрых людей.",1
2098,"Завтра же, с первыми колоколами к заутрене, побежит он без оглядки, поджавши хвост, в свою берлогу.",1
2099,"Между тем черт крался потихоньку к месяцу и уже протянул было руку схватить его, но вдруг отдернул ее назад, как бы обжегшись, пососал пальцы, заболтал ногою и забежал с другой стороны, и снова отскочил и отдернул руку.",1
2100,"Однако ж, несмотря на все неудачи, хитрый черт не оставил своих проказ.",1
2101,"Подбежавши, вдруг схватил он обеими руками месяц, кривляясь и дуя, перекидывал его из одной руки в другую, как мужик, доставший голыми руками огонь для своей люльки; наконец поспешно спрятал в карман и, как будто ни в чем не бывал, побежал далее.",1
2102,"В Диканьке никто не слышал, как черт украл месяц.",1
2103,"Правда, волостной писарь, выходя на четвереньках из шинка, видел, что месяц ни с сего ни с того танцевал на небе, и уверял с божбою в том все село; но миряне качали головами и даже подымали его на смех.",1
2104,Но какая же была причина решиться черту на такое беззаконное дело?,1
2105,"А вот какая: он знал, что богатый козак Чуб приглашен дьяком на кутью, где будут: голова; приехавший из архиерейской певческой родич дьяка в синем сюртуке, бравший самого низкого баса; козак Свербыгуз и еще кое-кто; где, кроме кутьи, будет варенуха, перегонная на шафран водка и много всякого съестного.",1
